logged_utc,source,order_id,perm_id,exec_id,local_symbol,side,shares,price,ib_exec_time_utc,ib_exec_time_raw,exchange,last_liquidity,cum_qty,avg_price,commission,currency,realized_pnl
2026-09-08T13:48:51+00:00,close_combo,118,325062172,00020057.6a9fa681.01.01,SPX,SLD,1.0,-12.4,2026-09-08T13:48:44.487504+00:00,2026-09-08 11:48:44+00:00,CBOE,1,1.0,-12.4,0.0,,0.0
2026-09-08T13:48:51+00:00,close_combo,118,325062172,00020057.6a9fa681.02.01,SPXW  260908P07705000,BOT,1.0,19.7,2026-09-08T13:48:44.490900+00:00,2026-09-08 11:48:44+00:00,CBOE,1,1.0,19.7,1.63028,USD,-823.26056
2026-09-08T13:48:51+00:00,close_combo,118,325062172,00020057.6a9fa681.03.01,SPXW  260908P07680000,SLD,1.0,7.3,2026-09-08T13:48:44.493935+00:00,2026-09-08 11:48:44+00:00,CBOE,1,1.0,7.3,1.63028,USD,336.73944
2026-09-09T13:30:37+00:00,place_combo,9,1002349258,00020057.6aa0e54a.01.01,SPX,BOT,1.0,-1.1,2026-09-09T13:30:31.130018+00:00,2026-09-09 11:30:31+00:00,CBOE,1,1.0,-1.1,0.0,,0.0
2026-09-09T13:30:37+00:00,place_combo,9,1002349258,00020057.6aa0e54a.02.01,SPXW  260909P07595000,SLD,1.0,1.95,2026-09-09T13:30:31.138028+00:00,2026-09-09 11:30:31+00:00,CBOE,1,1.0,1.95,1.63028,USD,0.0
2026-09-09T13:30:37+00:00,place_combo,9,1002349258,00020057.6aa0e54a.03.01,SPXW  260909P07570000,BOT,1.0,0.85,2026-09-09T13:30:31.143015+00:00,2026-09-09 11:30:31+00:00,CBOE,1,1.0,0.85,1.54028,USD,0.0
2026-09-09T13:31:05+00:00,place_combo,19,1002349259,00020057.6aa0e682.01.01,SPX,BOT,1.0,-14.0,2026-09-09T13:30:58.096277+00:00,2026-09-09 11:30:58+00:00,CBOE,1,1.0,-14.0,0.0,,0.0
2026-09-09T13:31:05+00:00,place_combo,19,1002349259,00020057.6aa0e682.02.01,SPXW  260909P07675000,SLD,1.0,25.6,2026-09-09T13:30:58.101591+00:00,2026-09-09 11:30:58+00:00,CBOE,1,1.0,25.6,1.63028,USD,0.0
2026-09-09T13:31:05+00:00,place_combo,19,1002349259,00020057.6aa0e682.03.01,SPXW  260909P07650000,BOT,1.0,11.6,2026-09-09T13:30:58.105049+00:00,2026-09-09 11:30:58+00:00,CBOE,1,1.0,11.6,1.63028,USD,0.0
2026-09-09T13:31:27+00:00,place_combo,26,1002349260,00020057.6aa0e70e.01.01,SPX,BOT,1.0,-3.3,2026-09-09T13:31:24.090878+00:00,2026-09-09 11:31:24+00:00,CBOE,1,1.0,-3.3,0.0,,0.0
2026-09-09T13:31:27+00:00,place_combo,26,1002349260,00020057.6aa0e70e.02.01,SPXW  260909C07700000,BOT,1.0,1.2,2026-09-09T13:31:24.094953+00:00,2026-09-09 11:31:24+00:00,CBOE,1,1.0,1.2,1.63028,USD,0.0
2026-09-09T13:31:27+00:00,place_combo,26,1002349260,00020057.6aa0e70e.03.01,SPXW  260909C07675000,SLD,1.0,4.5,2026-09-09T13:31:24.100550+00:00,2026-09-09 11:31:24+00:00,CBOE,1,1.0,4.5,1.63028,USD,0.0
2026-09-09T13:32:04+00:00,place_combo,35,1002349262,00020057.6aa0e7cd.01.01,SPX,BOT,1.0,-0.25,2026-09-09T13:31:57.426588+00:00,2026-09-09 11:31:57+00:00,CBOE,1,1.0,-0.25,0.0,,0.0
2026-09-09T13:32:04+00:00,place_combo,35,1002349262,00020057.6aa0e7cd.02.01,SPXW  260909P07575000,SLD,1.0,0.65,2026-09-09T13:31:57.430703+00:00,2026-09-09 11:31:57+00:00,CBOE,1,1.0,0.65,1.54028,USD,0.0
2026-09-09T13:32:04+00:00,place_combo,35,1002349262,00020057.6aa0e7cd.03.01,SPXW  260909P07550000,BOT,1.0,0.4,2026-09-09T13:31:57.435040+00:00,2026-09-09 11:31:57+00:00,CBOE,1,1.0,0.4,1.54028,USD,0.0
2026-09-09T13:32:24+00:00,place_combo,42,1002349263,00020057.6aa0e81d.01.01,SPX,BOT,1.0,-0.1,2026-09-09T13:32:18.086072+00:00,2026-09-09 11:32:18+00:00,CBOE,1,1.0,-0.1,0.0,,0.0
2026-09-09T13:32:24+00:00,place_combo,42,1002349263,00020057.6aa0e81d.02.01,SPXW  260909C07755000,BOT,1.0,0.15,2026-09-09T13:32:18.089556+00:00,2026-09-09 11:32:18+00:00,CBOE,1,1.0,0.15,1.54028,USD,0.0
2026-09-09T13:32:24+00:00,place_combo,42,1002349263,00020057.6aa0e81d.03.01,SPXW  260909C07730000,SLD,1.0,0.25,2026-09-09T13:32:18.092993+00:00,2026-09-09 11:32:18+00:00,CBOE,1,1.0,0.25,1.54028,USD,0.0
2026-09-09T13:32:45+00:00,place_combo,49,1002349264,00020057.6aa0e862.01.01,SPX,BOT,1.0,-8.5,2026-09-09T13:32:39.175562+00:00,2026-09-09 11:32:39+00:00,CBOE,1,1.0,-8.5,0.0,,0.0
2026-09-09T13:32:45+00:00,place_combo,49,1002349264,00020057.6aa0e862.02.01,SPXW  260909P07655000,SLD,1.0,13.9,2026-09-09T13:32:39.180726+00:00,2026-09-09 11:32:39+00:00,CBOE,1,1.0,13.9,1.63028,USD,0.0
2026-09-09T13:32:45+00:00,place_combo,49,1002349264,00020057.6aa0e862.03.01,SPXW  260909P07630000,BOT,1.0,5.4,2026-09-09T13:32:39.189225+00:00,2026-09-09 11:32:39+00:00,CBOE,1,1.0,5.4,1.63028,USD,0.0
2026-09-09T13:33:08+00:00,place_combo,56,1002349265,00020057.6aa0e8a3.01.01,SPX,BOT,1.0,-7.25,2026-09-09T13:33:03.106313+00:00,2026-09-09 11:33:03+00:00,CBOE,1,1.0,-7.25,0.0,,0.0
2026-09-09T13:33:08+00:00,place_combo,56,1002349265,00020057.6aa0e8a3.02.01,SPXW  260909C07655000,SLD,1.0,9.9,2026-09-09T13:33:03.109977+00:00,2026-09-09 11:33:03+00:00,CBOE,1,1.0,9.9,1.63028,USD,0.0
2026-09-09T13:33:08+00:00,place_combo,56,1002349265,00020057.6aa0e8a3.03.01,SPXW  260909C07680000,BOT,1.0,2.65,2026-09-09T13:33:03.114124+00:00,2026-09-09 11:33:03+00:00,CBOE,1,1.0,2.65,1.63028,USD,0.0
2026-09-09T13:33:28+00:00,place_combo,63,1002349266,00020057.6aa0e8d3.01.01,SPX,BOT,1.0,-3.1,2026-09-09T13:33:23.103096+00:00,2026-09-09 11:33:23+00:00,CBOE,1,1.0,-3.1,0.0,,0.0
2026-09-09T13:33:28+00:00,place_combo,63,1002349266,00020057.6aa0e8d3.02.01,SPXW  260909P07625000,SLD,1.0,5.0,2026-09-09T13:33:23.107350+00:00,2026-09-09 11:33:23+00:00,CBOE,1,1.0,5.0,1.63028,USD,0.0
2026-09-09T13:33:28+00:00,place_combo,63,1002349266,00020057.6aa0e8d3.03.01,SPXW  260909P07600000,BOT,1.0,1.9,2026-09-09T13:33:23.113471+00:00,2026-09-09 11:33:23+00:00,CBOE,1,1.0,1.9,1.63028,USD,0.0
2026-09-09T13:33:50+00:00,place_combo,70,1002349267,00020057.6aa0e90e.01.01,SPX,BOT,1.0,-0.5,2026-09-09T13:33:45.091502+00:00,2026-09-09 11:33:45+00:00,CBOE,1,1.0,-0.5,0.0,,0.0
2026-09-09T13:33:50+00:00,place_combo,70,1002349267,00020057.6aa0e90e.02.01,SPXW  260909C07725000,BOT,1.0,0.3,2026-09-09T13:33:45.095209+00:00,2026-09-09 11:33:45+00:00,CBOE,1,1.0,0.3,1.54028,USD,0.0
2026-09-09T13:33:50+00:00,place_combo,70,1002349267,00020057.6aa0e90e.03.01,SPXW  260909C07700000,SLD,1.0,0.8,2026-09-09T13:33:45.098602+00:00,2026-09-09 11:33:45+00:00,CBOE,1,1.0,0.8,1.54028,USD,-43.17056
2026-09-09T13:44:05+00:00,close_combo,74,1002349307,00020057.6aa0ef8e.01.01,SPX,SLD,1.0,-16.5,2026-09-09T13:43:57.571520+00:00,2026-09-09 11:43:57+00:00,CBOE,1,1.0,-16.5,0.0,,0.0
2026-09-09T13:44:05+00:00,close_combo,74,1002349307,00020057.6aa0ef8e.02.01,SPXW  260909P07675000,BOT,1.0,28.4,2026-09-09T13:43:57.574933+00:00,2026-09-09 11:43:57+00:00,CBOE,1,1.0,28.4,1.63028,USD,-283.26056
2026-09-09T13:44:05+00:00,close_combo,74,1002349307,00020057.6aa0ef8e.03.01,SPXW  260909P07650000,SLD,1.0,11.9,2026-09-09T13:43:57.577223+00:00,2026-09-09 11:43:57+00:00,CBOE,1,1.0,11.9,1.63028,USD,26.73944
2026-09-09T13:46:19+00:00,close_combo,78,1002349308,00020057.6aa0f102.01.01,SPX,SLD,1.0,-9.4,2026-09-09T13:46:12.153389+00:00,2026-09-09 11:46:12+00:00,CBOE,1,1.0,-9.4,0.0,,0.0
2026-09-09T13:46:19+00:00,close_combo,78,1002349308,00020057.6aa0f102.02.01,SPXW  260909P07655000,BOT,1.0,14.5,2026-09-09T13:46:12.156895+00:00,2026-09-09 11:46:12+00:00,CBOE,1,1.0,14.5,1.63028,USD,-63.26056
2026-09-09T13:46:19+00:00,close_combo,78,1002349308,00020057.6aa0f102.03.01,SPXW  260909P07630000,SLD,1.0,5.1,2026-09-09T13:46:12.159887+00:00,2026-09-09 11:46:12+00:00,CBOE,1,1.0,5.1,1.63028,USD,-33.26056
2026-09-10T13:30:38+00:00,place_combo,9,606949707,00020057.6aa2383a.01.01,SPX,BOT,1.0,-2.6,2026-09-10T13:30:31.925278+00:00,2026-09-10 11:30:32+00:00,CBOE,1,1.0,-2.6,0.0,,0.0
2026-09-10T13:30:38+00:00,place_combo,9,606949707,00020057.6aa2383a.02.01,SPXW  260910P07555000,SLD,1.0,4.9,2026-09-10T13:30:31.934938+00:00,2026-09-10 11:30:32+00:00,CBOE,1,1.0,4.9,1.63028,USD,0.0
2026-09-10T13:30:38+00:00,place_combo,9,606949707,00020057.6aa2383a.03.01,SPXW  260910P07530000,BOT,1.0,2.3,2026-09-10T13:30:31.939759+00:00,2026-09-10 11:30:32+00:00,CBOE,1,1.0,2.3,1.63028,USD,0.0
2026-09-10T13:31:35+00:00,place_combo,25,606949721,00020057.6aa23b0b.01.01,SPX,BOT,1.0,-19.4,2026-09-10T13:31:28.121065+00:00,2026-09-10 11:31:28+00:00,CBOE,1,1.0,-19.4,0.0,,0.0
2026-09-10T13:31:35+00:00,place_combo,25,606949721,00020057.6aa23b0b.02.01,SPXW  260910P07635000,SLD,1.0,44.9,2026-09-10T13:31:28.124696+00:00,2026-09-10 11:31:28+00:00,CBOE,1,1.0,44.9,1.63028,USD,0.0
2026-09-10T13:31:35+00:00,place_combo,25,606949721,00020057.6aa23b0b.03.01,SPXW  260910P07610000,BOT,1.0,25.5,2026-09-10T13:31:28.129162+00:00,2026-09-10 11:31:28+00:00,CBOE,1,1.0,25.5,1.63028,USD,0.0
2026-09-10T13:31:56+00:00,place_combo,32,606949722,00020057.6aa23b81.01.01,SPX,BOT,1.0,-1.5,2026-09-10T13:31:49.905404+00:00,2026-09-10 11:31:50+00:00,CBOE,1,1.0,-1.5,0.0,,0.0
2026-09-10T13:31:56+00:00,place_combo,32,606949722,00020057.6aa23b81.02.01,SPXW  260910C07635000,SLD,1.0,2.15,2026-09-10T13:31:49.910166+00:00,2026-09-10 11:31:50+00:00,CBOE,1,1.0,2.15,1.63028,USD,0.0
2026-09-10T13:31:56+00:00,place_combo,32,606949722,00020057.6aa23b81.03.01,SPXW  260910C07660000,BOT,1.0,0.65,2026-09-10T13:31:49.913441+00:00,2026-09-10 11:31:50+00:00,CBOE,1,1.0,0.65,1.54028,USD,0.0
2026-09-10T13:32:18+00:00,place_combo,39,606949723,00020057.6aa23bf4.01.01,SPX,BOT,1.0,-0.7,2026-09-10T13:32:13.099379+00:00,2026-09-10 11:32:13+00:00,CBOE,1,1.0,-0.7,0.0,,0.0
2026-09-10T13:32:18+00:00,place_combo,39,606949723,00020057.6aa23bf4.02.01,SPXW  260910P07495000,BOT,1.0,0.8,2026-09-10T13:32:13.101900+00:00,2026-09-10 11:32:13+00:00,CBOE,1,1.0,0.8,1.54028,USD,0.0
2026-09-10T13:32:18+00:00,place_combo,39,606949723,00020057.6aa23bf4.03.01,SPXW  260910P07520000,SLD,1.0,1.5,2026-09-10T13:32:13.105212+00:00,2026-09-10 11:32:13+00:00,CBOE,1,1.0,1.5,1.63028,USD,0.0
2026-09-10T13:32:39+00:00,place_combo,46,606949724,00020057.6aa23c7f.01.01,SPX,BOT,1.0,-0.1,2026-09-10T13:32:33.310130+00:00,2026-09-10 11:32:33+00:00,CBOE,1,1.0,-0.1,0.0,,0.0
2026-09-10T13:32:39+00:00,place_combo,46,606949724,00020057.6aa23c7f.02.01,SPXW  260910C07700000,BOT,1.0,0.2,2026-09-10T13:32:33.316223+00:00,2026-09-10 11:32:33+00:00,CBOE,1,1.0,0.2,1.54028,USD,0.0
2026-09-10T13:32:39+00:00,place_combo,46,606949724,00020057.6aa23c7f.03.01,SPXW  260910C07675000,SLD,1.0,0.3,2026-09-10T13:32:33.319740+00:00,2026-09-10 11:32:33+00:00,CBOE,1,1.0,0.3,1.54028,USD,0.0
2026-09-10T13:32:59+00:00,place_combo,53,606949725,00020057.6aa23cda.01.01,SPX,BOT,1.0,-8.3,2026-09-10T13:32:54.277177+00:00,2026-09-10 11:32:54+00:00,CBOE,1,1.0,-8.3,0.0,,0.0
2026-09-10T13:32:59+00:00,place_combo,53,606949725,00020057.6aa23cda.02.01,SPXW  260910P07595000,SLD,1.0,15.2,2026-09-10T13:32:54.281167+00:00,2026-09-10 11:32:54+00:00,CBOE,1,1.0,15.2,1.63028,USD,0.0
2026-09-10T13:32:59+00:00,place_combo,53,606949725,00020057.6aa23cda.03.01,SPXW  260910P07570000,BOT,1.0,6.9,2026-09-10T13:32:54.286154+00:00,2026-09-10 11:32:54+00:00,CBOE,1,1.0,6.9,1.63028,USD,0.0
2026-09-10T13:33:22+00:00,place_combo,60,606949726,00020057.6aa23d37.01.01,SPX,BOT,1.0,-8.7,2026-09-10T13:33:15.904031+00:00,2026-09-10 11:33:16+00:00,CBOE,1,1.0,-8.7,0.0,,0.0
2026-09-10T13:33:22+00:00,place_combo,60,606949726,00020057.6aa23d37.02.01,SPXW  260910C07595000,SLD,1.0,13.0,2026-09-10T13:33:15.907530+00:00,2026-09-10 11:33:16+00:00,CBOE,1,1.0,13.0,1.63028,USD,0.0
2026-09-10T13:33:22+00:00,place_combo,60,606949726,00020057.6aa23d37.03.01,SPXW  260910C07620000,BOT,1.0,4.3,2026-09-10T13:33:15.909919+00:00,2026-09-10 11:33:16+00:00,CBOE,1,1.0,4.3,1.63028,USD,0.0
2026-09-10T13:33:45+00:00,place_combo,67,606949727,00020057.6aa23d8d.01.01,SPX,BOT,1.0,-10.2,2026-09-10T13:33:38.905116+00:00,2026-09-10 11:33:39+00:00,CBOE,1,1.0,-10.2,0.0,,0.0
2026-09-10T13:33:45+00:00,place_combo,67,606949727,00020057.6aa23d8d.02.01,SPXW  260910P07600000,SLD,1.0,19.2,2026-09-10T13:33:38.908655+00:00,2026-09-10 11:33:39+00:00,CBOE,1,1.0,19.2,1.63028,USD,0.0
2026-09-10T13:33:45+00:00,place_combo,67,606949727,00020057.6aa23d8d.03.01,SPXW  260910P07575000,BOT,1.0,8.9,2026-09-10T13:33:38.912106+00:00,2026-09-10 11:33:39+00:00,CBOE,1,1.0,8.9,1.63028,USD,0.0
2026-09-10T13:44:19+00:00,close_combo,78,606949764,00020057.6aa246e9.01.01,SPX,SLD,1.0,-19.0,2026-09-10T13:44:12.027994+00:00,2026-09-10 11:44:12+00:00,CBOE,1,1.0,-19.0,0.0,,0.0
2026-09-10T13:44:19+00:00,close_combo,78,606949764,00020057.6aa246e9.02.01,SPXW  260910P07635000,BOT,1.0,39.0,2026-09-10T13:44:12.031605+00:00,2026-09-10 11:44:12+00:00,CBOE,1,1.0,39.0,1.63028,USD,586.73944
2026-09-10T13:44:19+00:00,close_combo,78,606949764,00020057.6aa246e9.03.01,SPXW  260910P07610000,SLD,1.0,20.0,2026-09-10T13:44:12.035285+00:00,2026-09-10 11:44:12+00:00,CBOE,1,1.0,20.0,1.63028,USD,-553.26056
2026-09-10T13:44:34+00:00,close_combo,82,606949765,00020057.6aa2470b.01.01,SPX,SLD,1.0,-8.5,2026-09-10T13:44:28.320292+00:00,2026-09-10 11:44:28+00:00,CBOE,1,1.0,-8.5,0.0,,0.0
2026-09-10T13:44:34+00:00,close_combo,82,606949765,00020057.6aa2470b.02.01,SPXW  260910P07600000,BOT,1.0,14.7,2026-09-10T13:44:28.323412+00:00,2026-09-10 11:44:28+00:00,CBOE,1,1.0,14.7,1.63028,USD,446.73944
2026-09-10T13:44:34+00:00,close_combo,82,606949765,00020057.6aa2470b.03.01,SPXW  260910P07575000,SLD,1.0,6.2,2026-09-10T13:44:28.326694+00:00,2026-09-10 11:44:28+00:00,CBOE,1,1.0,6.2,1.63028,USD,-273.26056
2026-09-10T13:49:49+00:00,close_combo,86,606949766,00020057.6aa24d1f.01.01,SPX,SLD,1.0,-11.8,2026-09-10T13:49:42.241795+00:00,2026-09-10 11:49:42+00:00,CBOE,1,1.0,-11.8,0.0,,0.0
2026-09-10T13:49:49+00:00,close_combo,86,606949766,00020057.6aa24d1f.02.01,SPXW  260910C07595000,BOT,1.0,18.0,2026-09-10T13:49:42.244101+00:00,2026-09-10 11:49:42+00:00,CBOE,1,1.0,18.0,1.63028,USD,-503.26056
2026-09-10T13:49:49+00:00,close_combo,86,606949766,00020057.6aa24d1f.03.01,SPXW  260910C07620000,SLD,1.0,6.2,2026-09-10T13:49:42.246534+00:00,2026-09-10 11:49:42+00:00,CBOE,1,1.0,6.2,1.63028,USD,186.73944
2026-09-10T14:01:04+00:00,close_combo,90,606949767,00020057.6aa25e19.01.01,SPX,SLD,1.0,-11.3,2026-09-10T14:00:56.769943+00:00,2026-09-10 12:00:56+00:00,CBOE,1,1.0,-11.3,0.0,,0.0
2026-09-10T14:01:04+00:00,close_combo,90,606949767,00020057.6aa25e19.02.01,SPXW  260910P07595000,BOT,1.0,19.7,2026-09-10T14:00:56.774598+00:00,2026-09-10 12:00:56+00:00,CBOE,1,1.0,19.7,1.63028,USD,-453.26056
2026-09-10T14:01:04+00:00,close_combo,90,606949767,00020057.6aa25e19.03.01,SPXW  260910P07570000,SLD,1.0,8.4,2026-09-10T14:00:56.777081+00:00,2026-09-10 12:00:56+00:00,CBOE,1,1.0,8.4,1.63028,USD,146.73944
